room_id;room_name;room_length;room_width;room_height;lamp_id;lamp_name;x;y;z;x_norm;y_norm;z_norm
37VWGMOVT9FOlS6Zj$wGJT;1.04;6.8659999999958305;3.201250000001691;2.7000000000000006;0$SMXsjU51Ke549i4V22CT;64_DD_ledige leiding:ledige leiding:3330486;1.786;16.481249999999903;3.525;0.11505971453549083;0.999999999999576;0.11111111111111102
37VWGMOVT9FOlS6Zj$wGJT;1.04;6.8659999999958305;3.201250000001691;2.7000000000000006;0$SMXsjU51Ke549i4V22CM;63_LF_Sylvania start eco surf mw2050 840:S1:3330493;6.6240000000000006;14.806000000000001;5.825;0.819691232158989;0.47668879343994547;0.9629629629629628
37VWGMOVT9FOlS6Zj$wGJT;1.04;6.8659999999958305;3.201250000001691;2.7000000000000006;0$SMXsjU51Ke549i4V22CL;63_LF_Sylvania start eco surf mw2050 840:S1:3330494;2.8040000000000003;14.806000000000001;5.825;0.2633265365571364;0.47668879343994547;0.9629629629629628
37VWGMOVT9FOlS6Zj$wGJT;1.04;6.8659999999958305;3.201250000001691;2.7000000000000006;1$Wz2757PFMQSG7lnVEyjF;64_DD_ledige leiding:ledige leiding:3828942;2.036;16.481249999999903;3.525;0.1514710166036749;0.999999999999576;0.11111111111111102
37VWGMOVT9FOlS6Zj$wGJT;1.04;6.8659999999958305;3.201250000001691;2.7000000000000006;0EJTPuUQ5AHQ$Jse36Y6Wd;64_DD_ledige leiding:ledige leiding:4082434;6.969;16.2777499999999;5.625;0.869938829013083;0.9364310816083556;0.8888888888888886
37VWGMOVT9FOlS6Zj$wGJU;1.05a;4.105999999995719;2.972750000000058;2.7000000000000006;0$SMXsjU51Ke549i4V22DE;63_LF_Sylvania start eco surf mw2050 840:S1:3330533;2.949;11.596;5.825;0.4756453969805974;0.5351105878395069;0.9629629629629628
37VWGMOVT9FOlS6Zj$wGJV;1.02b;2.6475000000003073;2.1889999999999965;2.7000000000000006;0$SMXsjU51Ke549i4V22FC;64_DD_ledige leiding:ledige leiding:3330407;5.452;30.59;4.745;0.09442870632846859;0.00045682960255718184;0.5629629629629629
37VWGMOVT9FOlS6Zj$wGJV;1.02b;2.6475000000003073;2.1889999999999965;2.7000000000000006;0$SMXsjU51Ke549i4V22F3;63_LF_Trilux Aviella C07 OA 2000-830:TR1:3330408;6.532;31.689;5.6450000000000005;0.502360717659866;0.5025125628140702;0.8962962962962963
37VWGMOVT9FOlS6Zj$wGJV;1.02b;2.6475000000003073;2.1889999999999965;2.7000000000000006;0$SMXsjU51Ke549i4V22FN;63_lf_Thorneco ELSA LED 600 1200 WH:TH1:3330428;5.7618374087812;32.778;5.495;0.21145888905978644;1.0;0.8407407407407406
37VWGMOVT9FOlS6Zj$wGJO;1.03b;2.6475000000003064;2.189;2.7000000000000006;0$SMXsjU51Ke549i4V22Cx;64_DD_ledige leiding:ledige leiding:3330448;5.452;23.990000000000002;4.745;0.09442870632847634;0.0004568296025588041;0.5629629629629629
37VWGMOVT9FOlS6Zj$wGJO;1.03b;2.6475000000003064;2.189;2.7000000000000006;0$SMXsjU51Ke549i4V22Cw;63_LF_Trilux Aviella C07 OA 2000-830:TR1:3330449;6.532;25.089000000000002;5.6450000000000005;0.5023607176598739;0.502512562814071;0.8962962962962963
37VWGMOVT9FOlS6Zj$wGJO;1.03b;2.6475000000003064;2.189;2.7000000000000006;0$SMXsjU51Ke549i4V22CE;63_lf_Thorneco ELSA LED 600 1200 WH:TH1:3330469;5.76183740878119;26.178;5.495;0.21145888905979052;1.0;0.8407407407407406
37VWGMOVT9FOlS6Zj$wGJP;1.04b;2.6475000000003064;2.189;2.7000000000000006;0$SMXsjU51Ke549i4V22CI;64_DD_ledige leiding:ledige leiding:3330489;5.452;17.39;4.745;0.09442870632848373;0.0004568296025571811;0.5629629629629629
